date,level,country,lat,long,population,tz,state_abbr
2020-06-13,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-06-14,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-06-15,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-06-16,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-06-17,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-06-18,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-06-19,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-06-20,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-06-21,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-06-22,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-06-23,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-06-24,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-06-25,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-06-26,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-06-27,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-06-28,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-06-29,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-06-30,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-01,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-02,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-03,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-04,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-05,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-06,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-07,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-08,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-09,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-10,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-11,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-12,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-13,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-14,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-15,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-16,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-17,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-18,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-19,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-20,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-21,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-22,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-23,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-24,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-25,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-26,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-27,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-28,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-29,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-30,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-07-31,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-01,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-02,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-03,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-04,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-05,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-06,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-07,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-08,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-09,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-10,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-11,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-12,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-13,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-14,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-15,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-16,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-17,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-18,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-19,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-20,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-21,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-22,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-23,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-24,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-25,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-26,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-27,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-28,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-29,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-30,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-08-31,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-01,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-02,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-03,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-04,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-05,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-06,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-07,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-08,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-09,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-10,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-11,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-12,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-13,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-14,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-15,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-16,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-17,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-18,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-19,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-20,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-21,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-22,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-23,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-24,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-25,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-26,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-27,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-28,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-29,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-09-30,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-10-01,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-10-02,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-10-03,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-10-04,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-10-05,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-10-06,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-10-07,state,Australia,-30.11,135.83,1742744,Australia/Adelaide,SA
2020-01-22,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-01-23,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-01-24,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-01-25,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-01-26,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-01-27,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-01-28,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-01-29,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-01-30,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-01-31,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-01,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-02,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-03,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-04,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-05,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-06,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-07,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-08,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-09,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-10,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-11,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-12,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-13,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-14,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-15,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-16,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-17,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-18,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-19,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-20,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-21,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-22,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-23,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-24,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-25,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-26,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-27,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-28,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-02-29,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-01,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-02,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-03,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-04,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-05,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-06,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-07,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-08,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-09,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-10,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-11,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-12,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-13,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-14,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-15,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-16,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-17,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-18,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-19,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-20,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-21,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-22,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-23,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-24,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-25,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-26,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-27,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-28,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-29,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-30,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-03-31,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-01,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-02,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-03,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-04,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-05,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-06,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-07,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-08,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-09,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-10,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-11,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-12,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-13,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-14,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-15,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-16,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-17,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-18,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-19,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-20,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-21,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-22,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-23,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-24,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-25,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-26,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-27,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-28,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-29,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-04-30,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-01,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-02,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-03,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-04,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-05,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-06,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-07,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-08,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-09,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-10,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-11,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-12,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-13,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-14,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-15,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-16,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-17,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-18,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-19,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-20,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-21,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-22,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-23,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-24,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-25,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-26,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-27,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-28,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-29,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-30,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-05-31,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-01,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-02,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-03,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-04,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-05,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-06,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-07,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-08,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-09,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-10,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-11,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-12,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-13,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-14,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-15,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-16,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-17,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-18,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-19,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-20,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-21,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-22,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-23,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-24,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-25,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-26,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-27,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-28,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-29,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-06-30,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-01,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-02,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-03,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-04,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-05,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-06,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-07,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-08,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-09,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-10,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-11,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-12,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-13,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-14,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-15,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-16,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-17,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-18,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-19,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-20,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-21,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-22,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-23,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-24,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-25,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-26,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-27,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-28,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-29,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-30,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-07-31,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-01,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-02,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-03,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-04,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-05,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-06,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-07,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-08,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-09,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-10,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-11,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-12,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-13,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-14,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-15,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-16,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-17,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-18,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-19,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-20,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-21,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-22,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-23,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-24,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-25,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-26,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-27,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-28,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-29,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-30,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-08-31,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-01,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-02,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-03,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-04,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-05,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-06,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-07,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-08,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-09,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-10,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-11,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-12,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-13,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-14,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-15,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-16,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-17,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-18,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-19,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-20,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-21,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-22,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-23,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
2020-09-24,state,Australia,-41.97,146.62,509965,Australia/Hobart,TAS
